a	aː
erauskomplimentéiert	əʀæːʊskomplimæntɜɪɐt
erauskrauchen	əʀæːʊskʀæːʊχən
erausgekroch	əʀæːʊsgəkʀoχ
erauskréien	əʀæːʊskʀɜɪən
erauskritt	əʀæːʊskʀit
erauskucken	əʀæːʊskukən
erausgekuckt	əʀæːʊsgəkukt
erauslackelen	əʀæːʊslɑkələn
erausgelackelt	əʀæːʊsgəlɑkəlt
erauslafen	əʀæːʊslaːfən
erausgelaf	əʀæːʊsgəlaːf
erausleeën	əʀæːʊsleːən
erausgeluecht	əʀæːʊsgəluəɕt
erausliesen	əʀæːʊsliəzən
erausgelies	əʀæːʊsgəliəs
erausloossen	əʀæːʊsloːsən
erausgelooss	əʀæːʊsgəloːs
erausluussen	əʀæːʊsluːsən
erausgeluusst	əʀæːʊsgəluːst
erausmaachen	əʀæːʊsmaːχən
erausgemaach	əʀæːʊsgəmaːχ
erauspicken	əʀæːʊspikən
erausgepickt	əʀæːʊsgəpikt
erausplécken	əʀæːʊsplekən
erausgepléckt	əʀæːʊsgəplekt
erausplënneren	əʀæːʊsplənəʀən
erausgeplënnert	əʀæːʊsgəplənɐt
erauspuchen	əʀæːʊspuχən
erausgepucht	əʀæːʊsgəpuχt
erausräissen	əʀæːʊsʀæːɪsən
erausgerass	əʀæːʊsgəʀɑs
erausrappen	əʀæːʊsʀɑpən
erausgerappt	əʀæːʊsgəʀɑpt
erausréckelen	əʀæːʊsʀekələn
erausgeréckelt	əʀæːʊsgəʀekəlt
erausreechen	əʀæːʊsʀeːɕən
erausgereecht	əʀæːʊsgəʀeːɕt
erausrennen	əʀæːʊsʀænən
erausgerannt	əʀæːʊsgəʀɑnt
erausrëtschen	əʀæːʊsʀətʃən
erausgerëtscht	əʀæːʊsgəʀətʃt
erausrieden	əʀæːʊsʀiədən
erausgeriet	əʀæːʊsgəʀiət
erausruffen	əʀæːʊsʀufən
erausgeruff	əʀæːʊsgəʀuf
erausrutschen	əʀæːʊsʀutʃən
erausgerutscht	əʀæːʊsgəʀutʃt
erausschécken	əʀæːʊsʃekən
erausgeschéckt	əʀæːʊsgəʃekt
erausschëdden	əʀæːʊsʃədən
erausgeschott	əʀæːʊsgəʃot
erausschellen	əʀæːʊsʃælən
erausgeschellt	əʀæːʊsgəʃælt
erausschielen	əʀæːʊsʃiələn
erausgeschielt	əʀæːʊsgəʃiːəlt
erausschleefen	əʀæːʊsʃleːfən
erausgeschleeft	əʀæːʊsgəʃleːft
erausschleideren	əʀæːʊsʃlɑɪdəʀən
erausgeschleidert	əʀæːʊsgəʃlɑɪdɐt
erausschloen	əʀæːʊsʃloːən
erausgeschloen	əʀæːʊsgəʃloːən
erausschmaachen	əʀæːʊsʃmaːχən
erausgeschmaacht	əʀæːʊsgəʃmaːχt
erausschneiden	əʀæːʊsʃnɑɪdən
erausgeschnidden	əʀæːʊsgəʃnidən
eraussichen	əʀæːʊsziɕən
erausgesicht	əʀæːʊsgəziɕt
erausspäizen	əʀæːʊsʃpæːɪtsən
erausgespaut	əʀæːʊsgəʃpæːʊt
eraussprangen	əʀæːʊsʃpʀɑŋən
erausgesprongen	əʀæːʊsgəʃpʀoŋən
erausstellen	əʀæːʊsʃtælən
erausgestallt	əʀæːʊsgəʃtɑlt
erausstiechen	əʀæːʊsʃtiəɕən
erausgestach	əʀæːʊsgəʃtɑχ
erausstiermen	əʀæːʊsʃtiːɐmən
erausgestiermt	əʀæːʊsgəʃtiːɐmt
erausstierzen	əʀæːʊsʃtiːɐtsən
erausgestierzt	əʀæːʊsgəʃtiːɐtst
erausstoen	əʀæːʊsʃtoːən
erausgestanen	əʀæːʊsgəʃtaːnən
eraussträichen	əʀæːʊsʃtʀæːɪɕən
erausgestrach	əʀæːʊsgəʃtʀɑχ
erausstrecken	əʀæːʊsʃtʀækən
erausgestreckt	əʀæːʊsgəʃtʀækt
erauswäschen	əʀæːʊsvæʃən
erausgewäsch	əʀæːʊsgəvæʃ
erauswëllen	əʀæːʊsvələn
erausgewollt	əʀæːʊsgəvolt
erauswerfen	əʀæːʊsvɛʀfən
erausgeworf	əʀæːʊsgəvɔʀf
erauswuessen	əʀæːʊsvuəsən
erausgewuess	əʀæːʊsgəvuəs
erauszéien	əʀæːʊstsɜɪən
erausgezunn	əʀæːʊsgətsun
eraversetzen	əʀɑvɐzætsən
eraversat	əʀɑvɛʀzaːt
erawëllen	əʀɑvələn
eragewollt	əʀɑgəvolt
erbaarmen	ɐbaːɐmən
erbaarmt	ɐbaːɐmt
erbäibeméien	ɐbæːɪbəmɜɪən
erbäibeméit	ɐbæːɪbəmɜɪt
erbäibréngen	ɐbæːɪbʀeŋən
erbäibruecht	ɐbæːɪbʀuəɕt
erbäifléien	ɐbæːɪflɜɪən
erbäigeflunn	ɐbæːɪgəflun
erbäihuelen	ɐbæːɪhuələn
erbäigeholl	ɐbæːɪgəhol
erbäikommen	ɐbæːɪkomən
erbäikomm	ɐbæːɪkom
erbäilackelen	ɐbæːɪlɑkələn
erbäigelackelt	ɐbæːɪgəlɑkəlt
erbäiruffen	ɐbæːɪʀufən
erbäigeruff	ɐbæːɪgəʀuf
erbäischafen	ɐbæːɪʃaːfən
erbäigeschaaft	ɐbæːɪgəʃaːft
erbäischleefen	ɐbæːɪʃleːfən
erbäigeschleeft	ɐbæːɪgəʃleːft
erbäizauberen	ɐbæːɪtsɑʊbəʀən
erbäigezaubert	ɐbæːɪgətsoːbɐt
erbäizéien	ɐbæːɪtsɜɪən
erbäigezunn	ɐbæːɪgətsun
erblécksen	ɐbleksən
erbléckst	ɐblekst
erblosen	ɐbloːzən
erdappen	ɐdɑpən
erdappt	ɐdɑpt
erdiischteren	ɐdiːʃtəʀən
erdiischtert	ɐdiːʃtɐt
erdränken	ɐdʀæŋkən
erdränkt	ɐdʀæŋkt
erdrénken	ɐdʀeŋkən
erdronk	ɐdʀoŋk
erdroen	ɐdʀoːən
erduerch	ɐduːɐɕ
erduerchgoen	ɐduːɐɕgoːən
erduerchgaangen	ɐduːɐɕgaːŋən
ereegnes	əʀeːgnəs
ereegnesser	əʀeːgnæsɐ
ereegnis	əʀeːgnis
ereegnisser	əʀeːgnisɐ
erëffnung	ɐəfnuŋ
erëffnungen	ɐəfnuŋən
eréischt	əʀɜɪʃt
erektioun	əʀəksjəʊn
erektiounen	ɐæktsjəʊnən
erëm	əʀəm
erëmäntweren	əʀəmæntvəʀən
erëmgeäntwert	əʀəmgəæntvɐt
erëmbezuelen	əʀəmbətsuələn
erëmbezuelt	əʀəmbətsuəlt
erëmbréngen	əʀəmbʀeŋən
erëmbruecht	əʀəmbʀuəɕt
erëmdreiwen	əʀəmdʀɑɪvən
erëmgedriwwen	əʀəmgədʀivən
erëmerkennen	əʀəmɐkænən
erëmerkannt	əʀəmɐkɑnt
erëmfannen	əʀəmfɑnən
erëmfonnt	əʀəmfont
erëmfroen	əʀəmfʀoːən
erëmgefrot	əʀəmgəfʀoːt
erëmfuerderen	əʀəmfuːɐdəʀən
erëmgefuerdert	əʀəmgəfuːɐdɐt
erëmgesinn	əʀəmgəzin
erëmgewannen	əʀəmgəvɑnən
erëmgewonnen	əʀəmgəvonən
erëmginn	əʀəmgin
erëmgoen	əʀəmgoːən
erëmgaangen	əʀəmgaːŋən
erëmhuelen	əʀəmhuələn
erëmgeholl	əʀəmgəhol
erëmhunn	əʀəmhun
erëmgehat	əʀəmgəhaːt
erëmkafen	əʀəmkaːfən
erëmkaaft	əʀəmkaːft
erëmkatzen	əʀəmkɑtsən
erëmgekatzt	əʀəmgəkɑtst
erëmkennen	əʀəmkænən
erëmkannt	əʀəmkɑnt
erëmklappen	əʀəmklɑpən
erëmgeklappt	əʀəmgəklɑpt
erëmkommandéieren	əʀəmkomɑndɜɪəʀən
erëmkommandéiert	əʀəmkomɑndɜɪɐt
erëmkommen	əʀəmkomən
erëmkomm	əʀəmkom
erëmkréien	əʀəmkʀɜɪən
erëmkritt	əʀəmkʀit
erëmkutschéieren	əʀəmkutʃɜɪəʀən
erëmkutschéiert	əʀəmkutʃɜɪɐt
erëmmaulen	ɐəmɑʊlən
erëmgemault	əʀəmgəmɑʊlt
erëmschalen	əʀəmʃaːlən
erëmgeschaalt	əʀəmgəʃaːlt
erëmschécken	əʀəmʃekən
erëmgeschéckt	əʀəmgəʃekt
erëmschloen	əʀəmʃloːən
erëmgeschloen	əʀəmgəʃloːən
erëmschwätzen	əʀəmʃwætsən
erëmgeschwat	əʀəmgəʃwaːt
erëmsichen	əʀəmziɕən
erëmgesicht	əʀəmgəziɕt
erëmsoen	əʀəmzoːən
erëmgesot	əʀəmgəzot
erëmspigelen	əʀəmʃpiʑələn
erëmgespigelt	əʀəmgəʃpiʑəlt
erëmtrëllen	əʀəmtʀələn
erëmgetrollt	əʀəmgətʀolt
erëmwénken	əʀəmweŋkən
erëmgewénkt	əʀəmgəveŋkt
erëmwielen	əʀəmwiələn
erëmgewielt	əʀəmgəviəlt
erënneren	ɐənəʀən
erënnert	ɐənɐt
erënnerung	ɐənəʀuŋ
erënnerungen	ɐənəʀuŋən
erfaassen	ɐfaːsən
erfaasst	ɐfaːst
erfahrung	ɐfaːʀuŋ
erfahrungen	ɐfaːʀuŋən
erfahrungswäert	ɐfaːʀuŋsvɛːɐt
erfahrungswäerter	ɐfaːʀuŋsvɛːɐtɐ
erfannen	ɐfɑnən
erfonnt	ɐfont
erfarung	ɐfɑʀuŋ
erfarungen	ɐfɑʀuŋən
erfarungswäert	ɐfɑʀuŋsvɛːɐt
erfarungswäerter	ɐfɑʀuŋsvɛːɐtɐ
erféieren	ɐfɜɪəʀən
erféiert	ɐfɜɪɐt
erfëllen	ɐfələn
erfëllt	ɐfəlt
erfëllung	ɐfəluŋ
erfinder	ɐfindɐ
erfinderin	ɐfindəʀin
erfinderinnen	ɐfindəʀinən
erfindung	ɐfinduŋ
erfindungen	ɐfinduŋən
erfolleg	ɐfoləɕ
erfolleger	ɐfoləʑɐ
erfollegen	ɐfoləʑən
erfollegt	ɐfoləɕt
erfollegräich	ɐfoləgʀæːɪɕ
erfreelech	ɐfʀeːləɕ
erfréieren	ɐfʀɜɪəʀən
erfruer	ɐfʀuːɐ
erfréierung	ɐfʀɜɪəʀuŋ
erfréierungen	ɐfʀɜɪəʀuŋən
erfrëschen	ɐfʀəʃən
erfrëscht	ɐfʀəʃt
erfrëschung	ɐfʀəʃuŋ
erfrëschungen	ɐfʀəʃuŋən
erfuerderen	ɐfuːɐdəʀən
erfuerdert	ɐfuːɐdɐt
erfueren	ɐfuːɐʀən
erfuerschen	ɐfuːɐʃən
erfuerscht	ɐfuːɐʃt
ergadderen	ɐgɑdəʀən
ergaddert	ɐgɑdɐt
ergänzen	ɐgæntsən
ergänzt	ɐgæntst
ergatteren	ɐgɑtəʀən
ergattert	ɐgɑtɐt
ergauneren	ɐɕɑʊnəʀən
ergaunert	ɐɕɑʊnɐt
erginn	ɐgin
ergoen	ɐgoːən
ergaangen	ɐgaːŋən
ergonomesch	ɐgonoːməʃ
ergonomie	ɐgoːnomiː
ergräifen	ɐgʀæːɪfən
ergraff	ɐgʀɑf
ergräifend	ɐgʀæːɪfənt
erhalen	ɐhaːlən
erhänken	ɐhæŋkən
erhaangen	ɐhaːŋən
erhéieren	ɐhɜɪəʀən
erhéiert	ɐhɜɪɐt
erhéijen	ɐhɜɪʑən
erhéicht	ɐhɜɪɕt
erhéijung	ɐhɜɪʑuŋ
erhéijungen	ɐhɜɪʑuŋən
erhéngeren	ɐheŋəʀən
erhéngert	ɐheŋɐt
erhoffen	ɐhofən
erhofft	ɐhoft
erhuelen	ɐhuələn
erholl	ɐhol
erhuelung	ɐhuəluŋ
erika	eːʀikaː
erikaen	eːʀikaːən
eritrea	əʀitʀeaː
eritreër	əʀitʀeːɐ
eritreërin	əʀitʀəʀin
eritreërinnen	əʀitʀəʀinən
eritreësch	əʀitʀəʃ
eriwwer	əʀivɐ
eriwwerbréngen	əʀivɐbʀeŋən
eriwwerbruecht	əʀivɐbʀuəɕt
eriwwergoen	əʀivɐgoːən
eriwwergaangen	əʀivɐgaːŋən
eriwwerhëllefen	əʀivɐhələfən
eriwwergehollef	əʀivɐgəholəf
eriwwerhuelen	əʀivɐhuələn
eriwwergeholl	əʀivɐgəhol
eriwwerkommen	əʀivɐkomən
eriwwerkomm	əʀivɐkom
eriwwerkucken	əʀivɐkukən
eriwwergekuckt	əʀivɐgəkukt
eriwwerlafen	əʀivɐlaːfən
eriwwergelaf	əʀivɐgəlaːf
eriwwerréckelen	əʀivɐʀekələn
eriwwergeréckelt	əʀivɐgəʀekəlt
eriwwerreechen	əʀivəʀeːɕən
eriwwergereecht	əʀivɐgəʀeːɕt
eriwwerschécken	əʀivɐʃekən
eriwwergeschéckt	əʀivɐgəʃekt
eriwwerwénken	əʀivɐveŋkən
eriwwergewénkt	əʀivɐgəveŋkt
erkalen	ɐkaːlən
erkaalt	ɐkaːlt
erkältung	ɐkæltuŋ
erkältungen	ɐkæltuŋən
erkämpfen	ɐkæmpfən
erkämpft	ɐkæmpft
erkennen	ɐkænən
erkannt	ɐkɑnt
erkenntnes	ɐkæntnəs
erkenntnesser	ɐkæntnəsɐ
erkenntnis	ɐkæntnis
erkenntnisser	ɐkæntnisɐ
erkläert	ɐklɛːɐt
erklären	ɐklɛːʀən
erklärung	ɐklɛːʀuŋ
erklärungen	ɐklɛːʀuŋən
erkrabbelen	ɐkʀɑbələn
erkrabbelt	ɐkʀɑbəlt
erkréien	ɐkʀɜɪən
erkritt	ɐkʀit
erlaabnes	ɐlaːbnəs
erlaabnis	ɐlaːbnis
erlaanscht	ɐlaːnʃt
erlaben	ɐlaːbən
erlaabt	ɐlaːpt
erläichendag	ɐlæːɪɕəndaːχ
erleedegen	ɐleːdəʑən
erleedegt	ɐleːdəɕt
erléis	ɐlɜɪs
erléisen	ɐlɜɪzən
erléist	ɐlɜɪst
erléisung	ɐlɜɪzuŋ
erleuchtung	ɐloɪɕtuŋ
erleuchtungen	ɐloɪɕtuŋən
erliefnes	ɐliəfnəs
erliefnesser	ɐliəfnəsɐ
erliefnis	ɐliəfnis
erliefnisser	ɐliəfnisɐ
erliewen	ɐliəvən
erlieft	ɐliəft
erliichteren	ɐliːɕtəʀən
erliichtert	ɐliːɕtɐt
erliichterung	ɐliːɕtəʀuŋ
erliichterungen	ɐliːɕtəʀuŋən
erliichtung	ɐliːɕtuŋ
erliichtungen	ɐliːɕtuŋən
ermächtegen	ɐmæɕtəʑən
ermächtegt	ɐmæɕtəɕt
ermächtegung	ɐmæɕtəʑuŋ
ermächtegungen	ɐmæɕtəʑuŋən
erméiglechen	ɐmɜɪʑləɕən
erméiglecht	ɐmɜɪʑləɕt
ermëlzen	ɐməltsən
ermëlzt	ɐməltst
ermëttelen	ɐmətələn
ermëttelt	ɐmətəlt
ermëttlung	ɐmətluŋ
ermëttlungen	ɐmətluŋən
ermonteren	ɐmontəʀən
ermontert	ɐmontɐt
ermorden	ɐmɔʀdən
ermort	ɐmɔʀt
ermuerden	ɐmuːɐdən
ermuert	ɐmuːɐt
ermuerksen	ɐmuːɐksən
ermuerkst	ɐmuːɐkst
ermurksen	ɐmuːɐksən
ermurkst	ɐmuːɐkst
ernähren	ɐnɛːʀən
ernährt	ɐnɛːʀt
ernährung	ɐnɛːʀuŋ
ernährungsberoder	ɐnɛːʀuŋsbəʀoːdɐ
ernährungsberoderin	ɐnɛːʀuŋsbəʀoːdəʀin
ernährungsberoderinnen	ɐnɛːʀuŋsbəʀoːdəʀinən
ernären	ɐnɛːʀən
ernäert	ɐnɛːɐt
ernärung	ɐnɛːʀuŋ
ernärungsberoder	ɐnɛːʀuŋsbəʀoːdɐ
ernärungsberoderin	ɐnɛːʀuŋsbəʀoːdəʀin
ernärungsberoderinnen	ɐnɛːʀuŋsbəʀoːdəʀinən
erneierbar	ɐnɑɪɐbaːʀ
erneieren	ɐnɑɪəʀən
erneiert	ɐnɑɪɐt
erneierung	ɐnɑɪəʀuŋ
erneierungen	ɐnɑɪəʀuŋən
ernennen	ɐnænən
ernannt	ɐnɑnt
ernennung	ɐnænuŋ
ernennungen	ɐnænuŋən
erniddregen	ɐnidʀəʑən
erniddregt	ɐnidʀəɕt
erniddregend	ɐnidʀəʑənt
erniddregung	ɐnidʀəʑuŋ
erniddregungen	ɐnidʀəʑuŋən
ernieren	ɐniːɐʀən
erniert	ɐniːɐt
ernierung	ɐniːɐʀuŋ
ernimmen	ɐnimən
ernimmt	ɐnimt
eroberen	əʀobəʀən
erobert	əʀobɐt
eroberer	əʀobəʀɐ
eroberin	əʀobəʀin
eroberinnen	əʀobəʀinən
erofbäissen	əʀoːfbæːɪsən
erofgebass	əʀoːfgəbɑs
erofbonzelen	əʀoːfbontsələn
erofgebonzelt	əʀoːfgəbontsəlt
erofbréngen	əʀoːfbʀeŋən
erofbruecht	əʀoːfbʀuəɕt
erofdiebelen	əʀoːfdiəbələn
erofgediebelt	əʀoːfgədiəbəlt
erofdrécken	əʀoːfdʀekən
erofgedréckt	əʀoːfgədʀekt
erofdréien	əʀoːfdʀɜɪən
erofgedréit	əʀoːfgədʀɜɪt
erofdréinen	əʀoːfdʀɜɪnən
erofgedréint	əʀoːfgədʀɜɪnt
erofdroen	əʀoːfdʀoːən
erofgedroen	əʀoːfgədʀoːən
eroffalen	əʀoːffaːlən
erofgefall	əʀoːfgəfɑl
eroffueren	əʀoːffuːɐʀən
erofgefuer	əʀoːfgəfuːɐ
erofgarrelen	əʀoːfgɑʀələn
erofgegarrelt	əʀoːfgəgɑʀælt
erofgeheien	əʀoːfgəhɑɪən
erofgehäit	əʀoːfgəhæːɪt
erofgoen	əʀoːfgoːən
erofgaangen	əʀoːfgaːŋən
erofhaen	əʀoːfhaːən
erofgehaen	əʀoːfgəhaːən
erofhandelen	əʀoːfhɑndələn
erofgehandelt	əʀoːfgəhɑndəlt
erofhänken	əʀoːfhæŋkən
erofgehaangen	əʀoːfgəhaːŋən
erofhuelen	əʀoːfhuələn
erofgeholl	əʀoːfgəhol
erofklammen	əʀoːfklɑmən
erofgeklommen	əʀoːfgəklomən
erofkommen	əʀoːfkomən
erofkomm	əʀoːfkom
erofkrazen	əʀoːfkʀaːtsən
erofgekraazt	əʀoːfgəkʀaːtst
erofkréien	əʀoːfkʀɜɪən
erofkritt	əʀoːfkʀit
erofkucken	əʀoːfkukən
erofgekuckt	əʀoːfgəkukt
eroflafen	əʀoːflaːfən
erofgelaf	əʀoːfgəlaːf
erofleieren	əʀoːflɑɪəʀən
erofgeleiert	əʀoːfgəlɑɪɐt
erofloossen	əʀoːfloːsən
erofgelooss	əʀoːfgəloːs
eroflueden	əʀoːfluədən
erofgelueden	əʀoːfgəluədən
erofmaachen	əʀoːfmaːχən
erofgemaach	əʀoːfgəmaːχ
erofmoossen	əʀoːfmoːsən
erofgemooss	əʀoːfgəmoːs
erofrappen	əʀoːfʀɑpən
erofgerappt	əʀoːfgəʀɑpt
erofrennen	əʀoːfʀænən
erofgerannt	əʀoːfgəʀɑnt
erofrëtschen	əʀoːfʀətʃən
erofgerëtscht	əʀoːfgəʀətʃt
erofrullen	əʀoːfʀulən
erofgerullt	əʀoːfgəʀult
erofrutschen	əʀoːfʀutʃən
erofgerutscht	əʀoːfgəʀutʃt
erofschäffen	əʀoːfʃæfən
erofgeschäfft	əʀoːfgəʃæft
erofschappen	əʀoːfʃɑpən
erofgeschappt	əʀoːfgəʃɑpt
erofschéissen	əʀoːfʃɜɪsən
erofgeschoss	əʀoːfgəʃos
erofschloen	əʀoːfʃloːən
erofgeschloen	əʀoːfgəʃloːən
erofschneiden	əʀoːfʃnɑɪdən
erofgeschnidden	əʀoːfgəʃnidən
erofschrauwen	əʀoːfʃʀɑʊvən
erofgeschrauft	əʀoːfgəʃʀɑʊft
erofsetzen	əʀoːfzætsən
erofgesat	əʀoːfgəsaːt
erofspillen	əʀoːfʃpilən
erofgespillt	əʀoːfgəʃpilt
erofsprangen	əʀoːfʃpʀɑŋən
erofgesprongen	əʀoːfgəʃpʀoŋən
erofstellen	əʀoːfʃtælən
erofgestallt	əʀoːfgəʃtɑlt
erofstoussen	əʀoːfʃtəʊsən
erofgestouss	əʀoːfgəʃtəʊs
erofstrëppen	əʀoːfʃtʀəpən
erofgestrëppt	əʀoːfgəʃtʀəpt
eroftaaschten	əʀoːftaːʃtən
erofgetaascht	əʀoːfgətaːʃt
eroftrëllen	əʀoːftʀələn
erofgetrollt	əʀoːfgətʀolt
erofzéien	əʀoːftsɜɪən
erofgezunn	əʀoːfgətsun
eropbréngen	əʀopbʀeŋən
eropbruecht	əʀopbʀuəɕt
eropdiebelen	əʀopdiəbələn
eropgediebelt	əʀopgədiəbəlt
eropdrécken	əʀopdʀekən
eropgedréckt	əʀopgədʀekt
eropdréien	əʀopdʀɜɪən
eropgedréit	əʀopgədʀɜɪt
eropdréinen	əʀopdʀɜɪnən
eropgedréint	əʀopgədʀɜɪnt
eropdroen	əʀopdʀoːən
eropgedroen	əʀopgədʀoːən
eropfalen	əʀopfaːlən
eropgefall	əʀopgəfɑl
eropféieren	əʀopfɜɪəʀən
eropgeféiert	əʀopgəfɜɪɐt
eropgefouert	əʀopgəfəʊɐt
eropfueren	əʀopfuːɐʀən
eropgefuer	əʀopgəfuːɐ
eropginn	əʀopgin
eropgoen	əʀopgoːən
eropgaangen	əʀopgaːŋən
erophuelen	əʀophuələn
eropgeholl	əʀopgəhol
eropklammen	əʀopklɑmən
eropgeklommen	əʀopgəklomən
eropklappen	əʀopklɑpən
eropgeklappt	əʀopgəklɑpt
eropkloteren	əʀopkloːtəʀən
eropgeklotert	əʀopgəkloːtɐt
eropkommen	əʀopkomən
eropkomm	əʀopkom
eropkréien	əʀopkʀɜɪən
eropkritt	əʀopkʀit
eropkucken	əʀopkukən
eropgekuckt	əʀopgəkukt
eroplafen	əʀoplaːfən
eropgelaf	əʀopgəlaːf
eropleeën	əʀopleːən
eropgeluecht	əʀopgəluəɕt
eroploossen	əʀoploːsən
eropgelooss	əʀopgəloːs
eroplueden	əʀopluədən
eropgelueden	əʀopgəluədən
eropreechen	əʀopʀeːɕən
eropgereecht	əʀopgəʀeːɕt
eroprëtschen	əʀopʀətʃən
eropgerëtscht	əʀopgəʀətʃt
eroprullen	əʀopʀulən
eropgerullt	əʀopgəʀult
eroprutschen	əʀopʀutʃən
eropgerutscht	əʀopgəʀutʃt
eropschaffen	əʀopʃɑfən
eropgeschafft	əʀopgəʃɑft
eropschalten	əʀopʃɑltən
eropgeschalt	əʀopgəʃɑlt
eropschéissen	əʀopʃɜɪsən
eropgeschoss	əʀopgəʃos
eropschleefen	əʀopʃleːfən
eropgeschleeft	əʀopgəʃleːft
eropschloen	əʀopʃloːən
eropgeschloen	əʀopgəʃloːən
eropsetzen	əʀopzætsən
eropgesat	əʀopgəsaːt
eropsprangen	əʀopʃpʀɑŋən
eropgesprongen	əʀopgəʃpʀoŋən
eropstellen	əʀopʃtælən
eropgestallt	əʀopgəʃtɑlt
eropstoussen	əʀopʃtəʊsən
eropgestouss	əʀopgəʃtəʊs
eropstrëppen	əʀopʃtʀəpən
eropgestrëppt	əʀopgəʃtʀəpt
erosioun	əʀoːzjəʊn
erosiounen	əʀoːzjəʊnən
erotesch	əʀoːtəʃ
erotik	əʀotik
erpressen	ɐpʀæsən
erpresst	ɐpʀæst
erpresser	ɐpʀæsɐ
erpresserin	ɐpʀæsəʀin
erpresserinnen	ɐpʀæsəʀinən
erpressung	ɐpʀæsuŋ
erpressungen	ɐpʀæsuŋən
erreechbar	ɐʀeːɕbaːʀ
erreechen	ɐʀeːɕən
erreecht	ɐʀeːɕt
erreeger	ɐʀeːʑɐ
erreger	ɐʀeːʑɐ
errongenschaft	ɐʀonʒənʃɑft
errongenschaften	ɐʀonʒənʃɑftən
errungenschaft	ɐʀuŋənʃɑft
errungenschaften	ɐʀuŋənʃɑftən
ersatz	ɐzɑts
ersatzbänk	ɐzɑtsbæŋk
ersatzbänken	ɐzɑtsbæŋkən
ersatzfra	ɐzɑtsfʀaː
ersatzfraen	ɐzɑtsfʀaːən
ersatzmann	ɐzɑtsmɑn
ersatzmänner	ɐzɑtsmænɐ
ersatzrad	ɐzɑtsʀaːt
ersatzrieder	ɐzɑtsʀiədɐ
ersatzspiller	ɐzɑtsʃpilɐ
ersatzspillerin	ɐzɑtsʃpiləʀin
ersatzspillerinnen	ɐzɑtsʃpiləʀinən
ersatzstéck	ɐzɑtsʃtek
ersatzstécker	ɐzɑtsʃtekɐ
ersaufen	ɐzæːʊfən
ersoff	ɐzof
erschafen	ɐʃaːfən
erschaffen	ɐʃɑfən
erschafft	ɐʃɑft
erscheinen	ɐʃɑɪnən
erschéngen	ɐʃeŋən
erscheinung	ɐʃɑɪnuŋ
erscheinungen	ɐʃɑɪnuŋən
erschéissen	ɐʃɜɪsən
erschoss	ɐʃos
erschloen	ɐʃloːən
erschrecken	ɐʃʀækən
erschreckt	ɐʃʀækt
erseefen	ɐzeːfən
erseeft	ɐzeːft
ersetzen	ɐzætsən
ersat	ɐzaːt
ersielen	ɐziələn
ersielt	ɐziːəlt
erspueren	ɐʃpuːɐʀən
erspuert	ɐʃpuːɐt
erspuernes	ɐʃpuːɐnəs
erspuernesser	ɐʃpuːɐnæsɐ
erspuernis	ɐʃpuːɐnis
erspuernisser	ɐʃpuːɐnisɐ
erstaunen	ɐʃtɑʊnən
erstaunt	ɐʃtɑʊnt
erstaunlech	ɐʃtɑʊnləɕ
erstécken	ɐʃtekən
erstéckt	ɐʃtekt
erstiechen	ɐʃtiəɕən
erstach	ɐʃtɑχ
erstrecken	ɐʃtʀækən
erstreckt	ɐʃtʀækt
erstriewenswäert	ɐʃtʀiəvənsvɛːɐt
ertappen	ɐtɑpən
ertappt	ɐtɑpt
ertrag	ɐtʀaːχ
erträg	ɐtʀæɕ
erueweren	ɐuəveʀən
eruewert	ɐuəvɐt
eruewerer	ɐuəvəʀɐ
eruewerin	ɐuəvəʀin
eruewerinnen	ɐuəvəʀinən
eruewerung	ɐuəvəʀuŋ
eruewerungen	ɐuəvəʀuŋən
erugoen	əʀugoːən
erugaangen	əʀugaːŋən
erukommen	ɐukomən
erukomm	ɐukom
eruloossen	ɐuloːsən
erugelooss	ɐuʁəloːs
erumaachen	əʀumaːχən
erugemaach	əʀugəmaːχ
eruntaaschten	əʀuntaːʃtən
erugetaascht	əʀugətaːʃt
eruntrauen	əʀuntʀɑʊən
erugetraut	əʀugətʀæːʊt
eruntrieden	əʀuntʀiədən
erugetrueden	əʀugətʀuədən
erunzéien	əʀuntsɜɪən
erugezunn	əʀugətsun
erunzillen	əʀuntsilən
erugezillt	əʀugətsilt
eruschläichen	ɐuʃlæːɪɕən
erugeschlach	əʀugəʃlɑχ
ervirbréngen	ɐfiːɐbʀeŋən
ervirbruecht	ɐfiːɐbʀuəɕt
ervirdinn	ɐfiːɐdin
ervirgedoen	ɐfiːɐgədoːən
ervirdoen	ɐfiːɐdoːən
ervirgoen	ɐfiːɐgoːən
ervirgaangen	ɐfiːɐgaːŋən
ervirhiewen	ɐfiːɐhiəvən
ervirgehuewen	ɐfiːɐgəhuəvən
ervirstiechen	ɐfiːɐʃtiəɕən
ervirgestach	ɐfiːɐgəʃtɑχ
ervirsträichen	ɐfiːɐʃtʀæːɪɕən
ervirgestrach	ɐfiːɐgəʃtʀɑχ
erwaarden	ɐvaːʀdən
erwaart	ɐvaːʀt
erwaardung	ɐvaːʀduŋ
erwaardungen	ɐvaːʀduŋən
erwächen	ɐvæɕən
erwächt	ɐvæɕt
erwähnen	ɐvɛːnən
erwähnt	ɐvɛːnt
erwänen	ɐvænən
erwäänt	ɐvæænt
erweechen	ɐveːɕən
erweecht	ɐveːɕt
